rank,sample_id,eval_token_index,channel,tile_id,tile_offset,activation,quantized_activation,reconstruction_error,abs_reconstruction_error,nearest_centroid
35,6,587,56,14,0,-5.3125,1.2608788013458252,-6.573378562927246,6.573378562927246,51
36,16,1721,56,14,0,-5.8125,0.7482866048812866,-6.560786724090576,6.560786724090576,95
37,59,5756,24,6,0,9.0,2.4571733474731445,6.5428266525268555,6.5428266525268555,101
38,66,6303,24,6,0,9.0,2.4571733474731445,6.5428266525268555,6.5428266525268555,101
39,56,5336,56,14,0,-5.25,1.2608788013458252,-6.510878562927246,6.510878562927246,51
40,54,5259,56,14,0,-5.75,0.7482866048812866,-6.498286724090576,6.498286724090576,95
41,36,3341,56,14,0,-5.71875,0.7482866048812866,-6.467036724090576,6.467036724090576,95
42,80,7097,56,14,0,-5.28125,1.1680748462677002,-6.449324607849121,6.449324607849121,36
43,50,4618,56,14,0,-5.25,1.1680748462677002,-6.418074607849121,6.418074607849121,36
44,0,143,56,14,0,-5.21875,1.1680748462677002,-6.386824607849121,6.386824607849121,36
45,55,5307,56,14,0,-5.625,0.7482866048812866,-6.373286724090576,6.373286724090576,95
46,98,9764,56,14,0,-5.625,0.7482866048812866,-6.373286724090576,6.373286724090576,95
47,35,3286,56,14,0,-5.21875,1.0429129600524902,-6.26166296005249,6.26166296005249,113
48,76,6903,24,6,0,8.6875,2.4571733474731445,6.2303266525268555,6.2303266525268555,101
49,75,6864,56,14,0,-5.46875,0.7482866048812866,-6.217036724090576,6.217036724090576,95
50,77,6929,56,14,0,-5.03125,1.1680748462677002,-6.199324607849121,6.199324607849121,36
51,33,3179,56,14,0,-5.03125,1.1680748462677002,-6.199324607849121,6.199324607849121,36
52,93,8837,56,14,0,-5.15625,1.0429129600524902,-6.19916296005249,6.19916296005249,113
53,64,6113,56,14,0,-5.4375,0.7482866048812866,-6.185786724090576,6.185786724090576,95
54,70,6493,24,6,0,8.625,2.4571733474731445,6.1678266525268555,6.1678266525268555,101
55,62,6010,24,6,0,8.625,2.4571733474731445,6.1678266525268555,6.1678266525268555,101
56,80,7097,24,6,0,8.625,2.4571733474731445,6.1678266525268555,6.1678266525268555,101
57,96,9171,56,14,0,-5.09375,1.0429129600524902,-6.13666296005249,6.13666296005249,113
58,38,3689,56,14,0,-4.875,1.2608788013458252,-6.135878562927246,6.135878562927246,51
59,17,1871,66,16,2,-7.09375,-1.0132607221603394,-6.080489158630371,6.080489158630371,12
60,83,7599,56,14,0,-5.03125,1.0429129600524902,-6.07416296005249,6.07416296005249,113
61,52,5051,56,14,0,-5.3125,0.7482866048812866,-6.060786724090576,6.060786724090576,95
62,13,1462,56,14,0,-4.96875,1.0795166492462158,-6.048266410827637,6.048266410827637,93
63,67,6359,24,6,0,8.5,2.4571733474731445,6.0428266525268555,6.0428266525268555,101
64,78,6934,24,6,0,8.5,2.4571733474731445,6.0428266525268555,6.0428266525268555,101
65,34,3217,66,16,2,-6.9375,-0.9661680459976196,-5.97133207321167,5.97133207321167,93
66,66,6303,56,14,0,-4.75,1.1680748462677002,-5.918074607849121,5.918074607849121,36
67,73,6642,24,6,0,8.375,2.4571733474731445,5.9178266525268555,5.9178266525268555,101
68,41,3777,66,16,2,-6.875,-0.9661680459976196,-5.90883207321167,5.90883207321167,93
69,71,6605,24,6,0,8.5625,2.6964197158813477,5.866080284118652,5.866080284118652,118
70,63,6106,24,6,0,8.25,2.4571733474731445,5.7928266525268555,5.7928266525268555,101
71,65,6174,24,6,0,8.25,2.4571733474731445,5.7928266525268555,5.7928266525268555,101
72,22,2163,56,14,0,-5.03125,0.7482866048812866,-5.779536724090576,5.779536724090576,95
73,39,3698,66,16,2,-6.71875,-0.9661680459976196,-5.75258207321167,5.75258207321167,93
74,95,9149,56,14,0,-4.53125,1.1680748462677002,-5.699324607849121,5.699324607849121,36
75,46,4150,56,14,0,-4.9375,0.7482866048812866,-5.685786724090576,5.685786724090576,95
76,68,6402,24,6,0,8.375,2.6964197158813477,5.678580284118652,5.678580284118652,118
77,77,6929,24,6,0,8.125,2.4571733474731445,5.6678266525268555,5.6678266525268555,101
78,59,5756,56,14,0,-4.90625,0.7482866048812866,-5.654536724090576,5.654536724090576,95
79,78,6934,56,14,0,-4.46875,1.1680748462677002,-5.636824607849121,5.636824607849121,36
80,87,8238,56,14,0,-4.375,1.2608788013458252,-5.635878562927246,5.635878562927246,51
81,14,1599,56,14,0,-4.875,0.7482866048812866,-5.623286724090576,5.623286724090576,95
82,70,6493,56,14,0,-4.84375,0.7482866048812866,-5.592036724090576,5.592036724090576,95
83,53,5186,56,14,0,-4.8125,0.7482866048812866,-5.560786724090576,5.560786724090576,95
84,62,6010,56,14,0,-4.75,0.7482866048812866,-5.498286724090576,5.498286724090576,95
85,94,8889,66,16,2,-6.5625,-1.0736042261123657,-5.488895893096924,5.488895893096924,89
86,90,8510,24,6,0,6.875,1.4034218788146973,5.471578121185303,5.471578121185303,124
87,76,6903,56,14,0,-4.71875,0.7482866048812866,-5.467036724090576,5.467036724090576,95
88,19,1986,56,14,0,-4.28125,1.1680748462677002,-5.449324607849121,5.449324607849121,36
89,11,1370,56,14,0,-4.6875,0.7482866048812866,-5.435786724090576,5.435786724090576,95
90,34,3217,56,14,0,-4.25,1.1680748462677002,-5.418074607849121,5.418074607849121,36
91,1,149,56,14,0,-4.25,1.1680748462677002,-5.418074607849121,5.418074607849121,36
92,37,3343,56,14,0,-4.25,1.1680748462677002,-5.418074607849121,5.418074607849121,36
93,79,7027,56,14,0,-4.59375,0.7482866048812866,-5.342036724090576,5.342036724090576,95
94,90,8510,56,14,0,-4.15625,1.1680748462677002,-5.324324607849121,5.324324607849121,36
95,50,4618,24,6,0,7.78125,2.4571733474731445,5.3240766525268555,5.3240766525268555,101
96,81,7254,56,14,0,-4.125,1.1680748462677002,-5.293074607849121,5.293074607849121,36
97,58,5453,56,14,0,-4.25,1.0429129600524902,-5.29291296005249,5.29291296005249,113
98,81,7254,24,6,0,7.75,2.4571733474731445,5.2928266525268555,5.2928266525268555,101
99,61,5897,24,6,0,7.71875,2.4571733474731445,5.2615766525268555,5.2615766525268555,101
100,32,3113,3,0,3,6.5625,1.3017035722732544,5.260796546936035,5.260796546936035,86
101,64,6113,66,16,2,-6.21875,-0.9661680459976196,-5.25258207321167,5.25258207321167,93
102,20,2026,66,16,2,-6.21875,-1.0132607221603394,-5.205489158630371,5.205489158630371,12
103,74,6771,56,14,0,-4.40625,0.7482866048812866,-5.154536724090576,5.154536724090576,95
104,64,6113,24,6,0,7.59375,2.4571733474731445,5.1365766525268555,5.1365766525268555,101
105,84,7920,24,6,0,7.59375,2.4571733474731445,5.1365766525268555,5.1365766525268555,101
106,85,8086,56,14,0,-3.9375,1.1680748462677002,-5.105574607849121,5.105574607849121,36
107,73,6642,56,14,0,-4.34375,0.7482866048812866,-5.092036724090576,5.092036724090576,95
108,37,3343,66,16,2,-6.03125,-0.9661680459976196,-5.06508207321167,5.06508207321167,93
109,47,4265,24,6,0,7.46875,2.4571733474731445,5.0115766525268555,5.0115766525268555,101
110,33,3179,24,6,0,6.40625,1.4034218788146973,5.002828121185303,5.002828121185303,124
111,23,2282,56,14,0,-3.90625,1.0795166492462158,-4.985766410827637,4.985766410827637,93
112,18,1976,24,6,0,7.40625,2.4571733474731445,4.9490766525268555,4.9490766525268555,101
113,83,7599,24,6,0,7.40625,2.4571733474731445,4.9490766525268555,4.9490766525268555,101
114,8,867,56,14,0,-3.609375,1.2608788013458252,-4.870253562927246,4.870253562927246,51
115,38,3689,66,16,2,-5.78125,-0.9661680459976196,-4.81508207321167,4.81508207321167,93
116,15,1654,56,14,0,-3.640625,1.1680748462677002,-4.808699607849121,4.808699607849121,36
117,45,4135,24,6,0,7.25,2.4571733474731445,4.7928266525268555,4.7928266525268555,101
118,68,6402,56,14,0,-3.53125,1.2608788013458252,-4.792128562927246,4.792128562927246,51
119,39,3698,56,14,0,-3.53125,1.2608788013458252,-4.792128562927246,4.792128562927246,51
120,67,6359,56,14,0,-4.03125,0.7482866048812866,-4.779536724090576,4.779536724090576,95
121,35,3286,66,16,2,-5.71875,-0.9661680459976196,-4.75258207321167,4.75258207321167,93
122,42,3819,66,16,2,-5.71875,-0.9661680459976196,-4.75258207321167,4.75258207321167,93
123,27,2519,56,14,0,-4.0,0.7482866048812866,-4.748286724090576,4.748286724090576,95
124,69,6414,56,14,0,-4.0,0.7482866048812866,-4.748286724090576,4.748286724090576,95
125,65,6174,56,14,0,-3.5625,1.1680748462677002,-4.730574607849121,4.730574607849121,36
126,85,8086,24,6,0,7.1875,2.4571733474731445,4.7303266525268555,4.7303266525268555,101
127,82,7542,56,14,0,-3.96875,0.7482866048812866,-4.717036724090576,4.717036724090576,95
128,62,6010,66,16,2,-5.46875,-0.772463858127594,-4.696286201477051,4.696286201477051,64
129,14,1599,66,16,2,-5.46875,-0.772463858127594,-4.696286201477051,4.696286201477051,64
130,71,6605,66,16,2,-5.65625,-0.9661680459976196,-4.69008207321167,4.69008207321167,93
131,44,3895,66,16,2,-5.65625,-0.9661680459976196,-4.69008207321167,4.69008207321167,93
132,72,6630,56,14,0,-3.421875,1.2608788013458252,-4.682753562927246,4.682753562927246,51
133,31,3109,56,14,0,-3.5,1.1680748462677002,-4.668074607849121,4.668074607849121,36
134,79,7027,24,6,0,7.125,2.4571733474731445,4.6678266525268555,4.6678266525268555,101
135,60,5817,24,6,0,7.125,2.4571733474731445,4.6678266525268555,4.6678266525268555,101
136,6,587,66,16,2,-5.65625,-1.0132607221603394,-4.642989158630371,4.642989158630371,12
137,63,6106,66,16,2,-5.59375,-0.9661680459976196,-4.62758207321167,4.62758207321167,93
138,18,1976,56,14,0,-3.859375,0.7482866048812866,-4.607661724090576,4.607661724090576,95
139,24,2388,56,14,0,-3.828125,0.7482866048812866,-4.576411724090576,4.576411724090576,95
140,48,4344,24,6,0,6.96875,2.4571733474731445,4.5115766525268555,4.5115766525268555,101
141,52,5051,66,16,2,-5.46875,-0.9661680459976196,-4.50258207321167,4.50258207321167,93
142,40,3767,66,16,2,-5.125,-0.6844854354858398,-4.44051456451416,4.44051456451416,79
143,83,7599,66,16,2,-5.40625,-0.9661680459976196,-4.44008207321167,4.44008207321167,93
144,79,7027,66,16,2,-5.46875,-1.0736042261123657,-4.395145893096924,4.395145893096924,89
145,99,9841,24,6,0,6.84375,2.4571733474731445,4.3865766525268555,4.3865766525268555,101
146,10,1013,56,14,0,-3.203125,1.1680748462677002,-4.371199607849121,4.371199607849121,36
147,3,181,24,6,0,6.125,1.759203314781189,4.3657965660095215,4.3657965660095215,105
148,72,6630,24,6,0,6.78125,2.4571733474731445,4.3240766525268555,4.3240766525268555,101
149,0,143,24,6,0,6.78125,2.4571733474731445,4.3240766525268555,4.3240766525268555,101
150,49,4380,24,6,0,6.78125,2.4571733474731445,4.3240766525268555,4.3240766525268555,101
151,98,9764,24,6,0,5.71875,1.4034218788146973,4.315328121185303,4.315328121185303,124
152,78,6934,66,16,2,-5.28125,-0.9661680459976196,-4.31508207321167,4.31508207321167,93
153,61,5897,56,14,0,-2.6875,1.5811580419540405,-4.26865816116333,4.26865816116333,97
154,4,267,2,0,2,-4.4375,-0.1774359792470932,-4.260064125061035,4.260064125061035,86
155,83,7599,1,0,1,-3.65625,0.5844319462776184,-4.240682125091553,4.240682125091553,86
156,91,8762,56,14,0,-2.9375,1.2608788013458252,-4.198378562927246,4.198378562927246,51
157,29,2579,66,16,2,-5.0625,-0.9661680459976196,-4.09633207321167,4.09633207321167,93
158,12,1434,55,13,3,7.71875,3.6320724487304688,4.086677551269531,4.086677551269531,51
159,95,9149,1,0,1,-3.5,0.5844319462776184,-4.084432125091553,4.084432125091553,86
160,71,6605,56,14,0,-2.890625,1.1680748462677002,-4.058699607849121,4.058699607849121,36
161,3,181,56,14,0,-2.890625,1.1680748462677002,-4.058699607849121,4.058699607849121,36
162,73,6642,66,16,2,-5.125,-1.0736042261123657,-4.051395893096924,4.051395893096924,89
163,67,6359,66,16,2,-4.78125,-0.772463858127594,-4.008786201477051,4.008786201477051,64
164,31,3109,24,6,0,5.75,1.759203314781189,3.9907965660095215,3.9907965660095215,105
165,2,159,24,6,0,6.4375,2.4571733474731445,3.9803266525268555,3.9803266525268555,101
166,96,9171,1,0,1,-3.390625,0.5844319462776184,-3.9750568866729736,3.9750568866729736,86
167,11,1370,66,16,2,-4.9375,-0.9661680459976196,-3.97133207321167,3.97133207321167,93
168,14,1599,55,13,3,7.59375,3.6342718601226807,3.9594781398773193,3.9594781398773193,30
169,51,4754,24,6,0,6.40625,2.4571733474731445,3.9490766525268555,3.9490766525268555,101
170,84,7920,66,16,2,-4.90625,-0.9661680459976196,-3.94008207321167,3.94008207321167,93
171,17,1871,55,13,3,7.5625,3.6320724487304688,3.9304275512695312,3.9304275512695312,51
172,1,149,24,6,0,6.375,2.4571733474731445,3.9178266525268555,3.9178266525268555,101
173,40,3767,1,0,1,-3.296875,0.5844319462776184,-3.8813068866729736,3.8813068866729736,86
174,9,912,56,14,0,-2.578125,1.2608788013458252,-3.839003801345825,3.839003801345825,51
175,16,1721,55,13,3,7.4375,3.6342718601226807,3.8032281398773193,3.8032281398773193,30
176,42,3819,1,0,1,-3.140625,0.5844319462776184,-3.7250568866729736,3.7250568866729736,86
177,84,7920,1,0,1,-3.0625,0.5844319462776184,-3.6469318866729736,3.6469318866729736,86
178,9,912,66,16,2,-4.71875,-1.0736042261123657,-3.645145893096924,3.645145893096924,89
179,64,6113,1,0,1,-3.046875,0.5844319462776184,-3.6313068866729736,3.6313068866729736,86
180,20,2026,1,0,1,-3.046875,0.5844319462776184,-3.6313068866729736,3.6313068866729736,86
181,52,5051,1,0,1,-3.03125,0.5844319462776184,-3.6156818866729736,3.6156818866729736,86
182,10,1013,66,16,2,-4.625,-1.0132607221603394,-3.611739158630371,3.611739158630371,12
183,20,2026,56,14,0,-2.53125,1.0795166492462158,-3.610766649246216,3.610766649246216,93
184,2,159,56,14,0,-2.421875,1.1680748462677002,-3.5899498462677,3.5899498462677,36
185,89,8507,56,14,0,-2.421875,1.1680748462677002,-3.5899498462677,3.5899498462677,36
186,90,8510,5,1,1,4.59375,1.0863683223724365,3.5073816776275635,3.5073816776275635,100
187,88,8338,24,6,0,4.90625,1.4034218788146973,3.5028281211853027,3.5028281211853027,124
188,57,5387,66,16,2,-4.46875,-0.9661680459976196,-3.50258207321167,3.50258207321167,93
189,50,4618,66,16,2,-4.46875,-1.0132607221603394,-3.455489158630371,3.455489158630371,12
190,5,383,56,14,0,-2.1875,1.2608788013458252,-3.448378801345825,3.448378801345825,51
191,46,4150,66,16,2,-4.40625,-0.9661680459976196,-3.44008207321167,3.44008207321167,93
192,85,8086,66,16,2,-4.5,-1.0736042261123657,-3.426395893096924,3.426395893096924,89
193,41,3777,56,14,0,-2.25,1.1680748462677002,-3.4180748462677,3.4180748462677,36
194,24,2388,24,6,0,5.875,2.4571733474731445,3.4178266525268555,3.4178266525268555,101
195,4,267,24,6,0,4.28125,0.8800211548805237,3.401228904724121,3.401228904724121,110
196,89,8507,24,6,0,5.84375,2.4571733474731445,3.3865766525268555,3.3865766525268555,101
197,53,5186,66,16,2,-4.0625,-0.6844854354858398,-3.37801456451416,3.37801456451416,79
198,23,2282,66,16,2,-4.34375,-0.9661680459976196,-3.37758207321167,3.37758207321167,93
199,15,1654,55,13,3,7.71875,4.345516204833984,3.3732337951660156,3.3732337951660156,113
200,81,7254,66,16,2,-4.4375,-1.0736042261123657,-3.363895893096924,3.363895893096924,89
201,54,5259,66,16,2,-4.0,-0.6844854354858398,-3.31551456451416,3.31551456451416,79
202,40,3767,17,4,1,-2.71875,0.5928698778152466,-3.311619758605957,3.311619758605957,124
203,9,912,1,0,1,-2.71875,0.5844319462776184,-3.3031818866729736,3.3031818866729736,86
204,43,3841,66,16,2,-4.25,-0.9661680459976196,-3.28383207321167,3.28383207321167,93
205,34,3217,24,6,0,5.71875,2.4571733474731445,3.2615766525268555,3.2615766525268555,101
206,24,2388,66,16,2,-3.984375,-0.772463858127594,-3.211911201477051,3.211911201477051,64
207,39,3698,1,0,1,-2.625,0.5844319462776184,-3.2094318866729736,3.2094318866729736,86
208,97,9378,66,16,2,-4.15625,-0.9661680459976196,-3.19008207321167,3.19008207321167,93
209,89,8507,55,13,3,6.8125,3.6342718601226807,3.1782281398773193,3.1782281398773193,30
210,30,2841,24,6,0,5.625,2.4571733474731445,3.1678266525268555,3.1678266525268555,101
211,12,1434,66,16,2,-4.21875,-1.0736042261123657,-3.145145893096924,3.145145893096924,89
212,91,8762,66,16,2,-4.09375,-0.9661680459976196,-3.12758207321167,3.12758207321167,93
213,22,2163,55,13,3,6.75,3.6342718601226807,3.1157281398773193,3.1157281398773193,30
214,69,6414,1,0,1,-2.53125,0.5844319462776184,-3.1156818866729736,3.1156818866729736,86
215,5,383,1,0,1,-2.53125,0.5844319462776184,-3.1156818866729736,3.1156818866729736,86
216,98,9764,5,1,1,4.1875,1.0863683223724365,3.1011316776275635,3.1011316776275635,100
217,14,1599,1,0,1,-2.515625,0.5844319462776184,-3.1000568866729736,3.1000568866729736,86
218,86,8214,66,16,2,-4.0625,-0.9661680459976196,-3.09633207321167,3.09633207321167,93
219,53,5186,20,5,0,-1.5234375,1.5519205331802368,-3.0753579139709473,3.0753579139709473,82
220,68,6402,20,5,0,-1.5234375,1.5519205331802368,-3.0753579139709473,3.0753579139709473,82
221,1,149,66,16,2,-3.84375,-0.772463858127594,-3.071286201477051,3.071286201477051,64
222,56,5336,1,0,1,-2.484375,0.5844319462776184,-3.0688068866729736,3.0688068866729736,86
223,11,1370,1,0,1,-2.484375,0.5844319462776184,-3.0688068866729736,3.0688068866729736,86
224,10,1013,1,0,1,-2.484375,0.5844319462776184,-3.0688068866729736,3.0688068866729736,86
225,24,2388,5,1,1,4.65625,1.5938974618911743,3.0623526573181152,3.0623526573181152,47
226,19,1986,24,6,0,3.65625,0.6102110147476196,3.04603910446167,3.04603910446167,107
227,8,867,1,0,1,-2.453125,0.5844319462776184,-3.0375568866729736,3.0375568866729736,86
228,66,6303,20,5,0,-1.484375,1.5519205331802368,-3.0362954139709473,3.0362954139709473,82
229,89,8507,5,1,1,4.625,1.5938974618911743,3.0311026573181152,3.0311026573181152,47
230,35,3286,1,0,1,-2.4375,0.5844319462776184,-3.0219318866729736,3.0219318866729736,86
231,83,7599,26,6,2,-1.546875,1.4718811511993408,-3.018756151199341,3.018756151199341,101
232,32,3113,24,6,0,5.46875,2.4571733474731445,3.0115766525268555,3.0115766525268555,101
233,77,6929,66,16,2,-3.78125,-0.772463858127594,-3.008786201477051,3.008786201477051,64
234,51,4754,66,16,2,-3.78125,-0.772463858127594,-3.008786201477051,3.008786201477051,64
235,69,6414,3,0,3,-1.703125,1.3017035722732544,-3.004828453063965,3.004828453063965,86
236,54,5259,5,1,1,4.0625,1.0863683223724365,2.9761316776275635,2.9761316776275635,100
237,94,8889,5,1,1,4.5625,1.5938974618911743,2.9686026573181152,2.9686026573181152,47
238,39,3698,17,4,1,-2.359375,0.5928698778152466,-2.952244758605957,2.952244758605957,124
239,5,383,66,16,2,-3.71875,-0.772463858127594,-2.946286201477051,2.946286201477051,64
240,91,8762,24,6,0,4.34375,1.4034218788146973,2.9403281211853027,2.9403281211853027,124
241,69,6414,66,16,2,-3.90625,-0.9661680459976196,-2.94008207321167,2.94008207321167,93
242,32,3113,56,14,0,-1.859375,1.0795166492462158,-2.938891649246216,2.938891649246216,93
243,38,3689,17,4,1,-2.34375,0.5928698778152466,-2.936619758605957,2.936619758605957,124
244,10,1013,17,4,1,-2.34375,0.5928698778152466,-2.936619758605957,2.936619758605957,124
245,31,3109,2,0,2,-3.109375,-0.1774359792470932,-2.931939125061035,2.931939125061035,86
246,6,587,47,11,3,0.875,-2.0548171997070312,2.9298171997070312,2.9298171997070312,119
247,95,9149,24,6,0,5.375,2.4571733474731445,2.9178266525268555,2.9178266525268555,101
248,37,3343,1,0,1,-2.328125,0.5844319462776184,-2.9125568866729736,2.9125568866729736,86
249,57,5387,1,0,1,-2.328125,0.5844319462776184,-2.9125568866729736,2.9125568866729736,86
250,35,3286,24,6,0,4.3125,1.4034218788146973,2.9090781211853027,2.9090781211853027,124
251,39,3698,5,1,1,4.46875,1.5640254020690918,2.904724597930908,2.904724597930908,103
252,87,8238,24,6,0,4.28125,1.4034218788146973,2.8778281211853027,2.8778281211853027,124
253,90,8510,55,13,3,6.5,3.6342718601226807,2.8657281398773193,2.8657281398773193,30
254,86,8214,56,14,0,-1.6953125,1.1680748462677002,-2.8633873462677,2.8633873462677,36
255,15,1654,66,16,2,-3.625,-0.772463858127594,-2.852536201477051,2.852536201477051,64
256,13,1462,1,0,1,-2.25,0.5844319462776184,-2.8344318866729736,2.8344318866729736,86
257,67,6359,20,5,0,-1.265625,1.5519205331802368,-2.8175454139709473,2.8175454139709473,82
258,62,6010,1,0,1,-2.21875,0.5844319462776184,-2.8031818866729736,2.8031818866729736,86
259,41,3777,1,0,1,-2.203125,0.5844319462776184,-2.7875568866729736,2.7875568866729736,86
260,22,2163,66,16,2,-3.75,-0.9661680459976196,-2.78383207321167,2.78383207321167,93
261,41,3777,17,4,1,-2.1875,0.5928698778152466,-2.780369758605957,2.780369758605957,124
262,40,3767,56,14,0,-1.515625,1.2608788013458252,-2.776503801345825,2.776503801345825,51
263,8,867,24,6,0,4.53125,1.759203314781189,2.7720465660095215,2.7720465660095215,105
264,85,8086,26,6,2,-1.28125,1.4718811511993408,-2.753131151199341,2.753131151199341,101
265,95,9149,66,16,2,-3.71875,-0.9661680459976196,-2.75258207321167,2.75258207321167,93
266,34,3217,25,6,1,-3.078125,-0.33161064982414246,-2.746514320373535,2.746514320373535,101
267,31,3109,66,16,2,-3.75,-1.0132607221603394,-2.736739158630371,2.736739158630371,12
268,31,3109,17,4,1,-2.140625,0.5928698778152466,-2.733494758605957,2.733494758605957,124
269,37,3343,24,6,0,5.1875,2.4571733474731445,2.7303266525268555,2.7303266525268555,101
270,55,5307,3,0,3,-1.421875,1.3017035722732544,-2.723578453063965,2.723578453063965,86
271,47,4265,66,16,2,-3.40625,-0.6844854354858398,-2.72176456451416,2.72176456451416,79
272,88,8338,66,16,2,-3.734375,-1.0132607221603394,-2.721114158630371,2.721114158630371,12
273,8,867,66,16,2,-3.734375,-1.0132607221603394,-2.721114158630371,2.721114158630371,12
274,13,1462,66,16,2,-3.734375,-1.0132607221603394,-2.721114158630371,2.721114158630371,12
275,85,8086,1,0,1,-2.125,0.5844319462776184,-2.7094318866729736,2.7094318866729736,86
276,86,8214,17,4,1,-2.109375,0.5928698778152466,-2.702244758605957,2.702244758605957,124
277,27,2519,24,6,0,5.15625,2.4571733474731445,2.6990766525268555,2.6990766525268555,101
278,72,6630,66,16,2,-3.46875,-0.772463858127594,-2.696286201477051,2.696286201477051,64
279,40,3767,20,5,0,-2.0625,0.631747305393219,-2.694247245788574,2.694247245788574,126
280,51,4754,26,6,2,-1.21875,1.4718811511993408,-2.690631151199341,2.690631151199341,101
281,15,1654,5,1,1,4.28125,1.5938974618911743,2.6873526573181152,2.6873526573181152,47
282,64,6113,20,5,0,-1.1328125,1.5519205331802368,-2.6847329139709473,2.6847329139709473,82
283,4,267,56,14,0,-1.640625,1.0429129600524902,-2.6835379600524902,2.6835379600524902,113
284,53,5186,1,0,1,-2.09375,0.5844319462776184,-2.6781818866729736,2.6781818866729736,86
285,45,4135,20,5,0,-1.125,1.5519205331802368,-2.6769204139709473,2.6769204139709473,82
286,23,2282,24,6,0,5.125,2.4571733474731445,2.6678266525268555,2.6678266525268555,101
287,33,3179,66,16,2,-3.625,-0.9661680459976196,-2.65883207321167,2.65883207321167,93
288,31,3109,26,6,2,-2.953125,-0.29567116498947144,-2.657453775405884,2.657453775405884,105
289,27,2519,3,0,3,3.953125,1.3017035722732544,2.651421546936035,2.651421546936035,86
290,46,4150,1,0,1,-2.0625,0.5844319462776184,-2.6469318866729736,2.6469318866729736,86
291,60,5817,26,6,2,-1.171875,1.4718811511993408,-2.643756151199341,2.643756151199341,101
292,28,2550,66,16,2,-3.609375,-0.9661680459976196,-2.64320707321167,2.64320707321167,93
293,61,5897,20,5,0,-1.0703125,1.5519205331802368,-2.6222329139709473,2.6222329139709473,82
294,69,6414,5,1,1,3.703125,1.0863683223724365,2.6167566776275635,2.6167566776275635,100
295,99,9841,1,0,1,-2.03125,0.5844319462776184,-2.6156818866729736,2.6156818866729736,86
296,86,8214,5,1,1,4.1875,1.5938974618911743,2.5936026573181152,2.5936026573181152,47
297,79,7027,5,1,1,3.671875,1.0863683223724365,2.5855066776275635,2.5855066776275635,100
298,19,1986,52,13,0,1.0390625,-1.5451741218566895,2.5842366218566895,2.5842366218566895,30
299,45,4135,1,0,1,-1.9921875,0.5844319462776184,-2.5766193866729736,2.5766193866729736,86
300,15,1654,20,5,0,-1.015625,1.5519205331802368,-2.5675454139709473,2.5675454139709473,82
301,29,2579,24,6,0,3.96875,1.4034218788146973,2.5653281211853027,2.5653281211853027,124
302,38,3689,20,5,0,-1.0,1.5519205331802368,-2.5519204139709473,2.5519204139709473,82
303,31,3109,1,0,1,-1.9609375,0.5844319462776184,-2.5453693866729736,2.5453693866729736,86
304,44,3895,1,0,1,-1.9609375,0.5844319462776184,-2.5453693866729736,2.5453693866729736,86
305,44,3895,24,6,0,5.0,2.4571733474731445,2.5428266525268555,2.5428266525268555,101
306,36,3341,24,6,0,5.0,2.4571733474731445,2.5428266525268555,2.5428266525268555,101
307,71,6605,26,6,2,-0.765625,1.7598117589950562,-2.5254368782043457,2.5254368782043457,118
308,99,9841,55,13,3,6.15625,3.6342718601226807,2.5219781398773193,2.5219781398773193,30
309,64,6113,26,6,2,-1.046875,1.4718811511993408,-2.518756151199341,2.518756151199341,101
310,96,9171,66,16,2,-3.53125,-1.0132607221603394,-2.517989158630371,2.517989158630371,12
311,48,4344,20,5,0,-0.96484375,1.5519205331802368,-2.5167641639709473,2.5167641639709473,82
312,19,1986,1,0,1,-1.9296875,0.5844319462776184,-2.5141193866729736,2.5141193866729736,86
313,62,6010,20,5,0,-0.9453125,1.5519205331802368,-2.4972329139709473,2.4972329139709473,82
314,48,4344,1,0,1,-1.90625,0.5844319462776184,-2.4906818866729736,2.4906818866729736,86
315,15,1654,25,6,1,2.15625,-0.33161064982414246,2.487860679626465,2.487860679626465,101
316,9,912,5,1,1,1.84375,-0.6382919549942017,2.482041835784912,2.482041835784912,58
317,4,267,3,0,3,3.78125,1.3017035722732544,2.479546546936035,2.479546546936035,86
318,60,5817,1,0,1,-1.890625,0.5844319462776184,-2.4750568866729736,2.4750568866729736,86
319,5,383,2,0,2,-2.640625,-0.1774359792470932,-2.463189125061035,2.463189125061035,86
320,76,6903,66,16,2,-3.53125,-1.0736042261123657,-2.457645893096924,2.457645893096924,89
321,55,5307,66,16,2,-3.140625,-0.6844854354858398,-2.45613956451416,2.45613956451416,79
322,41,3777,24,6,0,3.859375,1.4034218788146973,2.4559531211853027,2.4559531211853027,124
323,65,6174,1,0,1,-1.8671875,0.5844319462776184,-2.4516193866729736,2.4516193866729736,86
324,19,1986,17,4,1,-2.546875,-0.11202064156532288,-2.43485426902771,2.43485426902771,43
325,63,6106,20,5,0,-0.87890625,1.5519205331802368,-2.4308266639709473,2.4308266639709473,82
326,66,6303,66,16,2,-3.203125,-0.772463858127594,-2.430661201477051,2.430661201477051,64
327,48,4344,26,6,2,-0.94921875,1.4718811511993408,-2.421099901199341,2.421099901199341,101
328,42,3819,17,4,1,-1.828125,0.5928698778152466,-2.420994758605957,2.420994758605957,124
329,22,2163,20,5,0,-0.86328125,1.5519205331802368,-2.4152016639709473,2.4152016639709473,82
