channel,tile_id,tile_offset,rmse,mae,max_abs_error,mean_abs_activation,p99_abs_activation
38,9,2,0.4186919927597046,0.35178154706954956,0.9977530241012573,0.25572478771209717,0.8008984327316284
39,9,3,0.39867982268333435,0.32488757371902466,1.0452768802642822,0.528045654296875,1.6568751335144043
40,10,0,0.4466947317123413,0.3633597195148468,1.2684435844421387,0.28843557834625244,1.0003125667572021
41,10,1,0.6833770871162415,0.6215736865997314,1.2079135179519653,0.37703201174736023,1.313828468322754
42,10,2,0.526907205581665,0.4379138648509979,1.1411173343658447,0.5091903805732727,1.6564843654632568
43,10,3,0.4748339354991913,0.38858962059020996,1.1477817296981812,0.483397513628006,1.410469651222229
44,11,0,0.49626389145851135,0.4065508544445038,1.2105927467346191,0.2625063955783844,0.7195314168930054
45,11,1,0.8693694472312927,0.7510156035423279,2.0131216049194336,0.6274337768554688,1.750546932220459
46,11,2,0.5752148628234863,0.4838328957557678,1.4424421787261963,0.5253177285194397,1.4860941171646118
47,11,3,0.9625211954116821,0.7798526287078857,2.9298171997070312,1.405297875404358,3.6839089393615723
48,12,0,0.44555410742759705,0.38118359446525574,0.9916568994522095,0.4254223704338074,1.103437900543213
49,12,1,0.4714735150337219,0.38189586997032166,1.0643956661224365,0.4650896191596985,1.422421932220459
50,12,2,0.48191750049591064,0.40985867381095886,1.1441013813018799,0.6174768209457397,1.7741408348083496
51,12,3,0.5414712429046631,0.4550424814224243,1.2910144329071045,0.38273924589157104,1.3778131008148193
52,13,0,0.9708099961280823,0.7805032134056091,2.5842366218566895,0.8024029731750488,2.679533004760742
53,13,1,0.7701202034950256,0.6203759908676147,1.7819151878356934,0.5309008955955505,1.4226564168930054
54,13,2,0.7058678269386292,0.5498764514923096,2.059375047683716,0.6971954107284546,2.1909382343292236
55,13,3,1.3022847175598145,0.8984952569007874,4.086677551269531,2.958784818649292,7.71875
56,14,0,5.872605323791504,5.729743003845215,8.761663436889648,4.718828201293945,7.28562593460083
57,14,1,0.9576637148857117,0.818976640701294,1.8988529443740845,0.4135845899581909,1.555234432220459
58,14,2,0.5783100128173828,0.4664849042892456,1.5578968524932861,0.4927941858768463,1.4382814168930054
59,14,3,1.4170279502868652,1.2968428134918213,2.4015214443206787,0.29874512553215027,1.0864063501358032
60,15,0,0.41314059495925903,0.3550417721271515,0.871650755405426,0.47389039397239685,1.4171099662780762
61,15,1,0.4336891770362854,0.33874061703681946,1.3476977348327637,0.5773956179618835,1.7202346324920654
62,15,2,0.4376142621040344,0.37762320041656494,0.9916750192642212,0.5649634003639221,1.5717190504074097
63,15,3,0.4259701669216156,0.3496968448162079,1.284730315208435,0.4575203061103821,1.3598438501358032
64,16,0,0.6161737442016602,0.5006828904151917,1.8168859481811523,0.5620452761650085,1.766953468322754
65,16,1,0.635418713092804,0.5573555827140808,1.2647370100021362,0.4651484787464142,1.1589068174362183
66,16,2,3.4444773197174072,3.0791256427764893,6.78383207321167,3.9984374046325684,7.75
67,16,3,0.5919315218925476,0.4825443625450134,1.3429325819015503,0.2908402681350708,1.0707813501358032
68,17,0,0.4880022704601288,0.39245370030403137,1.1012730598449707,0.4673577845096588,1.4120324850082397
69,17,1,0.5711951851844788,0.47577977180480957,1.195268154144287,0.349479079246521,1.3762502670288086
70,17,2,0.48270851373672485,0.3941168487071991,1.059378743171692,0.41456300020217896,1.2682037353515625
71,17,3,0.48619869351387024,0.41048508882522583,1.1328213214874268,0.37843596935272217,1.0672667026519775
72,18,0,0.3064436614513397,0.2494760900735855,0.6714034080505371,0.3591909110546112,1.0313282012939453
73,18,1,0.3199237287044525,0.25942742824554443,0.7210242748260498,0.33843567967414856,0.9201176166534424
74,18,2,0.3383542597293854,0.2805408239364624,0.7775254249572754,0.7382055521011353,1.905548334121704
75,18,3,0.3267808258533478,0.26852861046791077,0.8219022750854492,0.4059191942214966,1.1985163688659668
76,19,0,0.4144362807273865,0.3467573821544647,0.9731584787368774,0.3497595191001892,1.181875467300415
77,19,1,0.41730761528015137,0.33195599913597107,1.0767145156860352,0.48954513669013977,1.1651564836502075
78,19,2,0.4411742389202118,0.3769477605819702,0.9600979685783386,0.51251220703125,1.439141035079956
79,19,3,0.39392584562301636,0.3223579525947571,1.0407626628875732,0.41076841950416565,1.2121877670288086
80,20,0,0.391114741563797,0.333297997713089,0.843505859375,0.37924620509147644,1.2482044696807861
81,20,1,0.3529081642627716,0.29951199889183044,0.8267852067947388,0.343710333108902,1.203671932220459
82,20,2,0.346574604511261,0.2932004928588867,0.7452408075332642,0.3294784426689148,0.8398445844650269
83,20,3,0.36931219696998596,0.3135386109352112,0.9237388968467712,0.6089164614677429,2.6567187309265137
84,21,0,0.46449798345565796,0.3873419463634491,1.0467640161514282,0.38408201932907104,1.117734432220459
85,21,1,0.4789924621582031,0.40760377049446106,1.0542935132980347,0.30305954813957214,0.7510548830032349
86,21,2,0.5317378640174866,0.45387256145477295,1.0151208639144897,0.2706046998500824,0.8476953506469727
87,21,3,0.4494611620903015,0.36060431599617004,1.1524579524993896,0.3542987108230591,1.0575006008148193
88,22,0,0.31509891152381897,0.2608453035354614,0.7129949331283569,0.28491392731666565,0.8088672161102295
89,22,1,0.3418221175670624,0.2890254557132721,0.6895841360092163,0.34144166111946106,1.1410938501358032
90,22,2,0.35075947642326355,0.29359742999076843,0.7026039361953735,0.46715331077575684,1.3288283348083496
91,22,3,0.3283371031284332,0.26596173644065857,0.7154228091239929,0.6403028964996338,2.0787501335144043
92,23,0,0.43138545751571655,0.3457306921482086,1.09251070022583,0.33213257789611816,0.9929689168930054
93,23,1,0.4490828514099121,0.36980220675468445,1.0363858938217163,0.6098412871360779,2.469531536102295
94,23,2,0.41890206933021545,0.3409319221973419,1.082519292831421,0.3089672923088074,0.9517583847045898
95,23,3,0.4995935261249542,0.41146644949913025,1.447212815284729,0.3519851565361023,0.8518359661102295
96,24,0,0.3726330101490021,0.30526217818260193,0.8160126209259033,0.6694555878639221,1.7833597660064697
97,24,1,0.3589503765106201,0.2916314899921417,1.000114917755127,0.3602984547615051,1.0712502002716064
98,24,2,0.41839227080345154,0.3472850024700165,0.9161010980606079,0.32341280579566956,1.1752350330352783
99,24,3,0.4371412992477417,0.3459916412830353,1.5950312614440918,0.5588885545730591,1.7223445177078247
100,25,0,0.4369436204433441,0.36902499198913574,0.9642126560211182,0.2634051442146301,0.7774609327316284
101,25,1,0.4899420440196991,0.408376008272171,1.1159225702285767,0.35916298627853394,1.1960158348083496
102,25,2,0.4621908366680145,0.39800116419792175,0.9559357166290283,0.6701193451881409,1.814375400543213
