tile_size_v,trial,mean_share,mean_share_percent,median_share,median_share_percent
8,84,0.002854461781680584,0.2854461781680584,0.0025031352415680885,0.25031352415680885
8,85,0.002654673531651497,0.2654673531651497,0.002331668511033058,0.23316685110330582
8,86,0.002774567576125264,0.2774567576125264,0.0024442996364086866,0.24442996364086866
8,87,0.0028466752264648676,0.28466752264648676,0.0024328273721039295,0.24328273721039295
8,88,0.0026838649064302444,0.26838649064302444,0.0023478339426219463,0.23478339426219463
8,89,0.0027330289594829082,0.2733028959482908,0.0023787585087120533,0.23787585087120533
8,90,0.002786255907267332,0.2786255907267332,0.0024378809612244368,0.24378809612244368
8,91,0.002755663823336363,0.2755663823336363,0.0024025782477110624,0.24025782477110624
8,92,0.0027210013940930367,0.27210013940930367,0.0024014730006456375,0.24014730006456375
8,93,0.0027292598970234394,0.27292598970234394,0.002380203688517213,0.2380203688517213
8,94,0.0027586433570832014,0.27586433570832014,0.0023735538125038147,0.23735538125038147
8,95,0.002681825775653124,0.2681825775653124,0.0023198744747787714,0.23198744747787714
8,96,0.002752976957708597,0.2752976957708597,0.002372837159782648,0.2372837159782648
8,97,0.0027225902304053307,0.27225902304053307,0.002343086525797844,0.2343086525797844
8,98,0.002667240099981427,0.2667240099981427,0.002311571268364787,0.2311571268364787
8,99,0.002712768968194723,0.2712768968194723,0.002329466165974736,0.23294661659747362
16,0,0.0058075422421097755,0.5807542242109776,0.00536206504330039,0.536206504330039
16,1,0.0058713192120194435,0.5871319212019444,0.005483594257384539,0.5483594257384539
16,2,0.005879781674593687,0.5879781674593687,0.00541832996532321,0.541832996532321
16,3,0.0058325473219156265,0.5832547321915627,0.005419059656560421,0.5419059656560421
16,4,0.005855565890669823,0.5855565890669823,0.005480777006596327,0.5480777006596327
16,5,0.005773171782493591,0.5773171782493591,0.005380865186452866,0.5380865186452866
16,6,0.005853877402842045,0.5853877402842045,0.005493248347193003,0.5493248347193003
16,7,0.005780619569122791,0.5780619569122791,0.005372004583477974,0.5372004583477974
16,8,0.005866886582225561,0.5866886582225561,0.00537417596206069,0.537417596206069
16,9,0.005827020853757858,0.5827020853757858,0.005472430493682623,0.5472430493682623
16,10,0.005846165586262941,0.5846165586262941,0.005401126109063625,0.5401126109063625
16,11,0.005806013476103544,0.5806013476103544,0.005398881155997515,0.5398881155997515
16,12,0.0058435131795704365,0.5843513179570436,0.005410068202763796,0.5410068202763796
16,13,0.005827519576996565,0.5827519576996565,0.0054908799938857555,0.5490879993885756
16,14,0.005892565008252859,0.5892565008252859,0.005465408321470022,0.5465408321470022
16,15,0.005856340751051903,0.5856340751051903,0.005458415951579809,0.5458415951579809
16,16,0.005835595540702343,0.5835595540702343,0.005413556005805731,0.5413556005805731
16,17,0.005851075053215027,0.5851075053215027,0.005443639121949673,0.5443639121949673
16,18,0.005854250397533178,0.5854250397533178,0.005482564214617014,0.5482564214617014
16,19,0.005729581229388714,0.5729581229388714,0.005369571503251791,0.5369571503251791
16,20,0.005927803926169872,0.5927803926169872,0.005502448882907629,0.5502448882907629
16,21,0.005909073166549206,0.5909073166549206,0.00551138911396265,0.551138911396265
16,22,0.005896212998777628,0.5896212998777628,0.0054582832381129265,0.5458283238112926
16,23,0.005782130174338818,0.5782130174338818,0.0054032402113080025,0.5403240211308002
16,24,0.005781698506325483,0.5781698506325483,0.005412632599473,0.5412632599473
16,25,0.005888137500733137,0.5888137500733137,0.005389694590121508,0.5389694590121508
16,26,0.005863763391971588,0.5863763391971588,0.005442844703793526,0.5442844703793526
16,27,0.005872366484254599,0.5872366484254599,0.005580706987529993,0.5580706987529993
16,28,0.0058234385214746,0.58234385214746,0.005403648596256971,0.5403648596256971
16,29,0.0058477167040109634,0.5847716704010963,0.00548248877748847,0.548248877748847
16,30,0.005815444514155388,0.5815444514155388,0.005403794348239899,0.5403794348239899
16,31,0.005949150770902634,0.5949150770902634,0.005438107531517744,0.5438107531517744
16,32,0.005755377467721701,0.5755377467721701,0.005355237517505884,0.5355237517505884
16,33,0.005914396606385708,0.5914396606385708,0.005498741287738085,0.5498741287738085
16,34,0.005809170193970203,0.5809170193970203,0.005383889656513929,0.5383889656513929
16,35,0.005800036713480949,0.5800036713480949,0.00540616549551487,0.540616549551487
16,36,0.005797994323074818,0.5797994323074818,0.005386087112128735,0.5386087112128735
16,37,0.0058766803704202175,0.5876680370420218,0.005469906609505415,0.5469906609505415
16,38,0.005889096297323704,0.5889096297323704,0.005499400198459625,0.5499400198459625
16,39,0.005850405432283878,0.5850405432283878,0.005410759709775448,0.5410759709775448
16,40,0.005839858204126358,0.5839858204126358,0.005463210865855217,0.5463210865855217
16,41,0.005828005261719227,0.5828005261719227,0.00544434180483222,0.544434180483222
16,42,0.005759206600487232,0.5759206600487232,0.005385148338973522,0.5385148338973522
16,43,0.005862648133188486,0.5862648133188486,0.0054788547568023205,0.547885475680232
16,44,0.00578998913988471,0.578998913988471,0.005501334089785814,0.5501334089785814
16,45,0.005866513587534428,0.5866513587534428,0.005438441876322031,0.5438441876322031
16,46,0.005843712482601404,0.5843712482601404,0.005463815294206142,0.5463815294206142
16,47,0.00593909015879035,0.593909015879035,0.005496913101524115,0.5496913101524115
16,48,0.00586362648755312,0.586362648755312,0.005419559311121702,0.5419559311121702
16,49,0.0058656553737819195,0.586565537378192,0.0054941195994615555,0.5494119599461555
16,50,0.0058763837441802025,0.5876383744180202,0.005459471605718136,0.5459471605718136
16,51,0.005950332619249821,0.5950332619249821,0.005599708762019873,0.5599708762019873
16,52,0.005837041884660721,0.5837041884660721,0.005388608202338219,0.5388608202338219
16,53,0.005994492210447788,0.5994492210447788,0.005547242239117622,0.5547242239117622
16,54,0.005933595821261406,0.5933595821261406,0.005568249151110649,0.5568249151110649
